Transaction report 2022

Date,Type,Label,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2018-01-22 00:17:30 UTC,transfer,"",Coinbase,0.00822643,BTC,"",Coinbase Pro,0.00822643,BTC,"","","","",95.76,"",Coinbase,Coinbase Pro,coinbase_to_gdax,""
2018-01-22 00:19:36 UTC,transfer,"",Coinbase Pro,0.00822643,BTC,"",Coinbase,0.00822643,BTC,"","","","",95.76,"",Coinbase Pro,Coinbase,gdax_to_coinbase,""
2018-01-22 00:19:38 UTC,crypto_withdrawal,"",Coinbase,0.00822643,BTC,100.0,"","","","","","",-4.24,95.76,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,6f856a0b4d3300133e40a1f9f1dff03299b54d8c08f44aff0ceb2755dd680491,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-02-01 18:55:47 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01043954,BTC,98.7965968562,"","","",98.7965968562,"","","","",Short term BTC disposal from tax lot of 0.010566700000000 BTC acquired on 2/1/2018 11:55:47 PM via Buy.
2018-02-01 18:55:47 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00012716,BTC,1.2034031438,"","","",1.2034031438,"","","","",Short term BTC disposal from tax lot of 0.010566700000000 BTC acquired on 2/1/2018 11:55:47 PM via Buy.
2018-02-01 20:13:04 UTC,crypto_withdrawal,"",Binance (Archived),0.0000675,BTC,0.6387992467,"","","","","","",-0.0335117443,0.6052875024,"","","","",Short term BTC disposal from tax lot of 0.008226430000000 BTC acquired on 1/22/2018 12:15:45 AM via Buy.
2018-02-01 20:13:04 UTC,crypto_deposit,"","","","","",Binance (Archived),50.949,MIOTA,117.67843377,"","","",117.67843377,"","","","",Short term MIOTA disposal from tax lot of 50.949000000000000 MIOTA acquired on 2/2/2018 1:13:04 AM via Trade.
2018-02-01 20:13:04 UTC,crypto_withdrawal,"",Binance (Archived),0.01043954,BTC,98.7965968562,"","","","","","",-5.155175801,93.6414210552,"","","","",Short term BTC disposal from tax lot of 0.010566700000000 BTC acquired on 2/1/2018 11:55:47 PM via Buy.
2018-02-01 23:55:47 UTC,fiat_deposit,"","","","","",Coinbase,100.0,USD,"","","","",100.0,"",Visa credit ********8501,"","",Bought Bitcoin Using Visa credit ********8501
2018-02-01 23:55:47 UTC,buy,"",Coinbase,96.16,USD,"",Coinbase,0.0105667,BTC,100.0,3.84,USD,"",96.16,3.84,"","",7d29df0b-971b-5ccb-a6d2-d8c5644521e4,""
2018-02-01 23:56:47 UTC,transfer,"",Coinbase,0.0105,BTC,"",Coinbase Pro,0.0105,BTC,"","","","",95.31,"",Coinbase,Coinbase Pro,coinbase_to_gdax,""
2018-02-02 00:00:47 UTC,transfer,"",Coinbase Pro,0.0105,BTC,"",Coinbase,0.0105,BTC,"","","","",94.61,"",Coinbase Pro,Coinbase,gdax_to_coinbase,""
2018-02-02 00:00:48 UTC,crypto_withdrawal,"",Coinbase,0.0105,BTC,99.3687717073,"","","","","","",-4.7587717073,94.61,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,25689497ce69e2741573c7f351642678549e233f67f0e18a0854fc6efecbf3ac,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-02-07 10:05:21 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00005122,BTC,0.4352712108,"","","",0.4352712108,"","","","",Short term BTC disposal from tax lot of 0.029418440000000 BTC acquired on 2/7/2018 3:05:21 PM via Buy.
2018-02-07 10:05:21 UTC,crypto_deposit,"","","","","",Binance (Archived),0.02936722,BTC,249.5647287892,"","","",249.5647287892,"","","","",Short term BTC disposal from tax lot of 0.029418440000000 BTC acquired on 2/7/2018 3:05:21 PM via Buy.
2018-02-07 15:05:21 UTC,fiat_deposit,"","","","","",Coinbase,250.0,USD,"","","","",250.0,"",Wells Fargo - Primary ******2498,"","",Bought Bitcoin Using Wells Fargo - Primary ******2498
2018-02-07 15:05:21 UTC,buy,"",Coinbase,246.33,USD,"",Coinbase,0.02941844,BTC,250.0,3.67,USD,"",246.33,3.67,"","",341d18fc-9948-557e-a868-b03c174e5ff0,""
2018-02-11 21:14:01 UTC,crypto_deposit,"","","","","",Binance (Archived),0.0144012,BTC,125.0,"","","",125.0,"","","","",Short term BTC disposal from tax lot of 0.014401200000000 BTC acquired on 2/12/2018 2:14:01 AM via Buy.
2018-02-12 02:14:01 UTC,buy,"",Coinbase,120.2,USD,"",Coinbase,0.0144012,BTC,125.0,4.8,USD,"",120.2,4.8,"","",e56aa58d-d71c-5ce4-8621-9dd04dcac2f4,""
2018-02-12 02:14:01 UTC,fiat_deposit,"","","","","",Coinbase,125.0,USD,"","","","",125.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-02-12 02:19:52 UTC,transfer,"",Coinbase,0.0144,BTC,"",Coinbase Pro,0.0144,BTC,"","","","",119.88,"",Coinbase,Coinbase Pro,coinbase_to_gdax,""
2018-02-12 02:23:28 UTC,transfer,"",Coinbase Pro,0.0144,BTC,"",Coinbase,0.0144,BTC,"","","","",119.88,"",Coinbase Pro,Coinbase,gdax_to_coinbase,""
2018-02-12 02:23:30 UTC,crypto_withdrawal,"",Coinbase,0.0144,BTC,124.9895842013,"","","","","","",-5.1095842013,119.88,"","",18kfzrxf2rpXmXZGnoxovw9tpLo2uDVVUJ,81af5deb64a7f3bfdfacd8a99729a38e30faf8d55899c91e806fb352876e7bf2,Sent Bitcoin To Bitcoin address 18kfzrxf2rpXmXZGnoxovw9tpLo2uDVVUJ
2018-02-13 13:22:04 UTC,crypto_withdrawal,"",Binance (Archived),0.00012716,BTC,1.1037274672,"","","","","","",-0.0081664996,1.0955609676,"","","","",Short term BTC disposal from tax lot of 0.010566700000000 BTC acquired on 2/1/2018 11:55:47 PM via Buy.
2018-02-13 13:22:04 UTC,crypto_withdrawal,"",Binance (Archived),0.02936722,BTC,252.1594100938,"","","","","","",0.8571042104,253.0165143042,"","","","",Short term BTC disposal from tax lot of 0.029418440000000 BTC acquired on 2/7/2018 3:05:21 PM via Buy.
2018-02-13 13:22:04 UTC,crypto_deposit,"","","","","",Binance (Archived),140.9577,MIOTA,262.638024948,"","","",262.638024948,"","","","",Short term MIOTA disposal from tax lot of 140.957700000000000 MIOTA acquired on 2/13/2018 6:22:04 PM via Trade.
2018-02-13 15:40:36 UTC,transfer,"",Coinbase,0.02948634,BTC,"",Coinbase Pro,0.02948634,BTC,"","","","",250.78,"",Coinbase,Coinbase Pro,coinbase_to_gdax,""
2018-02-13 15:43:08 UTC,transfer,"",Coinbase Pro,0.02948634,BTC,"",Coinbase,0.02948634,BTC,"","","","",250.78,"",Coinbase Pro,Coinbase,gdax_to_coinbase,""
2018-02-13 15:43:10 UTC,crypto_withdrawal,"",Coinbase,0.02948634,BTC,250.5770190398,"","","","","","",0.2029809602,250.78,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,ac5830902c83a072bc00aff176477f0b3d176a4ba783f3b8b5af7681a286d6b6,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-02-14 16:10:48 UTC,crypto_deposit,"","","","","",Binance (Archived),0.02602436,ETH,21.9988339221,"","","",21.9988339221,"","","","",Short term ETH disposal from tax lot of 0.026024360000000 ETH acquired on 2/14/2018 9:10:48 PM via Buy.
2018-02-14 16:11:30 UTC,crypto_deposit,"","","","","",Binance (Archived),0.02602812,ETH,22.002012314,"","","",22.002012314,"","","","",Short term ETH disposal from tax lot of 0.026028120000000 ETH acquired on 2/14/2018 9:11:30 PM via Buy.
2018-02-14 21:10:48 UTC,fiat_deposit,"","","","","",Coinbase,25.0,USD,"","","","",25.0,"",Wells Fargo - Primary ******2498,"","",Bought Ethereum Using Wells Fargo - Primary ******2498
2018-02-14 21:10:48 UTC,buy,"",Coinbase,23.51,USD,"",Coinbase,0.02602436,ETH,25.0,1.49,USD,"",23.51,1.49,"","",1aaccf56-96f8-5c2c-9267-e127670f4986,""
2018-02-14 21:11:30 UTC,buy,"",Coinbase,23.51,USD,"",Coinbase,0.02602812,ETH,25.0,1.49,USD,"",23.51,1.49,"","",d8fa004f-aa5a-5309-9180-5517b7828379,""
2018-02-14 21:11:30 UTC,fiat_deposit,"","","","","",Coinbase,25.0,USD,"","","","",25.0,"",Visa debit ********9413,"","",Bought Ethereum Using Visa debit ********9413
2018-02-14 21:13:52 UTC,crypto_withdrawal,"",Coinbase,0.02602812,ETH,25.0,"","","","","","",-1.61,23.39,"","",0x598993d3Cb79fa85745E04b9F1a0ea38295673c5,eaf008ee96518dd751022025998c34ca95f8e8357263ec2137bce78741a8e404,Sent Ethereum To Ethereum address 0x598993d3Cb79fa85745E04b9F1a0ea38295673c5
2018-02-22 20:09:19 UTC,crypto_withdrawal,"",Coinbase,0.02602436,ETH,25.0,"","","","","","",-3.92,21.08,"","",0x938BFe980b3405c40Df876869f48Db512a075aA2,c1f7a9c7f87a45ff45e8b8095272b76aaa7fe07dfeb94413d4be3fab02bd76ac,Sent Ethereum To Ethereum address 0x938BFe980b3405c40Df876869f48Db512a075aA2
2018-02-24 17:35:00 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01023279,BTC,103.1774632323,"","","",103.1774632323,"","","","",Short term BTC disposal from tax lot of 0.024794150000000 BTC acquired on 2/24/2018 10:35:00 PM via Buy.
2018-02-24 17:35:00 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01456136,BTC,146.8225367677,"","","",146.8225367677,"","","","",Short term BTC disposal from tax lot of 0.024794150000000 BTC acquired on 2/24/2018 10:35:00 PM via Buy.
2018-02-24 22:35:00 UTC,buy,"",Coinbase,240.41,USD,"",Coinbase,0.02479415,BTC,250.0,9.59,USD,"",240.41,9.59,"","",c9865198-068d-5557-b892-a26400c069cd,""
2018-02-24 22:35:00 UTC,fiat_deposit,"","","","","",Coinbase,250.0,USD,"","","","",250.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-02-24 23:07:39 UTC,crypto_withdrawal,"",Binance (Archived),0.01023279,BTC,103.1774632323,"","","","","","",-4.3390469502,98.8384162821,"","","","",Short term BTC disposal from tax lot of 0.024794150000000 BTC acquired on 2/24/2018 10:35:00 PM via Buy.
2018-02-24 23:07:39 UTC,crypto_withdrawal,"",Binance (Archived),0.0000512,BTC,0.5162508092,"","","","","","",-0.0215173414,0.4947334678,"","","","",Short term BTC disposal from tax lot of 0.029418440000000 BTC acquired on 2/7/2018 3:05:21 PM via Buy.
2018-02-24 23:07:39 UTC,crypto_deposit,"","","","","",Binance (Archived),120.879,MIOTA,214.49857671,"","","",214.49857671,"","","","",Short term MIOTA disposal from tax lot of 120.879000000000000 MIOTA acquired on 2/25/2018 4:07:39 AM via Trade.
2018-02-24 23:07:39 UTC,crypto_withdrawal,"",Binance (Archived),0.0144012,BTC,145.2076397053,"","","","","","",-6.1065929173,139.101046788,"","","","",Short term BTC disposal from tax lot of 0.014401200000000 BTC acquired on 2/12/2018 2:14:01 AM via Buy.
2018-02-25 03:43:05 UTC,crypto_withdrawal,"",Coinbase,0.02479415,BTC,250.0,"","","","","","",-12.5999999999,237.4,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,4682b9af252dc483b605b689302378f42733c32950273121145d3ac0ba7cbf4a,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-03-06 14:32:28 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01462948,BTC,161.5602392634,"","","",161.5602392634,"","","","",Short term BTC disposal from tax lot of 0.022637810000000 BTC acquired on 3/6/2018 7:32:28 PM via Buy.
2018-03-06 14:32:28 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00800833,BTC,88.4397607366,"","","",88.4397607366,"","","","",Short term BTC disposal from tax lot of 0.022637810000000 BTC acquired on 3/6/2018 7:32:28 PM via Buy.
2018-03-06 15:02:53 UTC,crypto_withdrawal,"",Binance (Archived),0.01456136,BTC,160.8079580136,"","","","","","",-5.4382468136,155.3697112,"","","","",Short term BTC disposal from tax lot of 0.024794150000000 BTC acquired on 2/24/2018 10:35:00 PM via Buy.
2018-03-06 15:02:53 UTC,crypto_deposit,"","","","","",Binance (Archived),136.4153,MIOTA,252.338293634,"","","",252.338293634,"","","","",Short term MIOTA disposal from tax lot of 142.857000000000000 MIOTA acquired on 3/6/2018 8:02:53 PM via Trade.
2018-03-06 15:02:53 UTC,crypto_withdrawal,"",Binance (Archived),0.00800833,BTC,88.4397607366,"","","","","","",-2.9908796366,85.4488811,"","","","",Short term BTC disposal from tax lot of 0.022637810000000 BTC acquired on 3/6/2018 7:32:28 PM via Buy.
2018-03-06 15:02:53 UTC,crypto_deposit,"","","","","",Binance (Archived),6.4417,MIOTA,11.915727826,"","","",11.915727826,"","","","",Short term MIOTA disposal from tax lot of 142.857000000000000 MIOTA acquired on 3/6/2018 8:02:53 PM via Trade.
2018-03-06 19:32:28 UTC,buy,"",Coinbase,240.41,USD,"",Coinbase,0.02263781,BTC,250.0,9.59,USD,"",240.41,9.59,"","",fd37ef9e-a49d-5732-ab3a-56ead70ffae4,""
2018-03-06 19:32:28 UTC,fiat_deposit,"","","","","",Coinbase,250.0,USD,"","","","",250.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-03-06 19:48:02 UTC,crypto_withdrawal,"",Coinbase,0.02263781,BTC,250.0,"","","","","","",-8.0,242.0,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,082fe714a9b37a6b6d238cfea9db7b5d4341c434464a44ee75713d83804335ee,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-03-07 13:45:35 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00412447,BTC,42.3781894328,"","","",42.3781894328,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 13:45:35 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01019672,BTC,104.769468987,"","","",104.769468987,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 13:45:35 UTC,crypto_deposit,"","","","","",Binance (Archived),0.023901,BTC,245.5784878135,"","","",245.5784878135,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 13:45:35 UTC,crypto_deposit,"","","","","",Binance (Archived),0.01044046,BTC,107.2738537667,"","","",107.2738537667,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 14:19:59 UTC,crypto_withdrawal,"",Binance (Archived),0.01019672,BTC,104.769468987,"","","","","","",-6.167186587,98.6022824,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 14:19:59 UTC,crypto_deposit,"","","","","",Binance (Archived),160.839,MIOTA,273.45685941,"","","",273.45685941,"","","","",Short term MIOTA disposal from tax lot of 160.839000000000000 MIOTA acquired on 3/7/2018 7:19:59 PM via Trade.
2018-03-07 14:19:59 UTC,crypto_withdrawal,"",Binance (Archived),0.01462948,BTC,150.3152828709,"","","","","","",-8.8482112709,141.4670716,"","","","",Short term BTC disposal from tax lot of 0.022637810000000 BTC acquired on 3/6/2018 7:32:28 PM via Buy.
2018-03-07 14:20:01 UTC,crypto_deposit,"","","","","",Binance (Archived),154.845,MIOTA,263.26592055,"","","",263.26592055,"","","","",Short term MIOTA disposal from tax lot of 154.845000000000000 MIOTA acquired on 3/7/2018 7:20:01 PM via Trade.
2018-03-07 14:20:01 UTC,crypto_withdrawal,"",Binance (Archived),0.023901,BTC,245.6281042002,"","","","","","",-14.7205432002,230.907561,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-07 18:45:35 UTC,buy,"",Coinbase,480.82,USD,"",Coinbase,0.04866265,BTC,500.0,19.18,USD,"",480.82,19.18,"","",9b5c9a5d-5eef-5676-8688-fa46fd744524,""
2018-03-07 18:45:35 UTC,fiat_deposit,"","","","","",Coinbase,500.0,USD,"","","","",500.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-03-07 18:47:13 UTC,crypto_withdrawal,"",Coinbase,0.04866265,BTC,500.0,"","","","","","",-22.63,477.37,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,bd9ef47c5ea3113dde4ad5538fa67a49d3debf75886e22a594edcf52292ecf13,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-03-07 21:23:34 UTC,crypto_withdrawal,"",Binance (Archived),0.0218614,ETH,18.4798130638,"","","","","","",-2.4202100098,16.059603054,"","","","",Short term ETH disposal from tax lot of 0.558579350000000 ETH acquired on 4/3/2017 10:05:16 PM via Buy.
2018-03-07 21:23:34 UTC,crypto_deposit,"","","","","",Binance (Archived),10.989,MIOTA,18.68338791,"","","",18.68338791,"","","","",Short term MIOTA disposal from tax lot of 10.989000000000000 MIOTA acquired on 3/8/2018 2:23:34 AM via Trade.
2018-03-07 22:25:16 UTC,crypto_deposit,"","","","","",Binance (Archived),24.975,MIOTA,42.46224525,"","","",42.46224525,"","","","",Short term MIOTA disposal from tax lot of 24.975000000000000 MIOTA acquired on 3/8/2018 3:25:16 AM via Trade.
2018-03-07 22:25:16 UTC,crypto_withdrawal,"",Binance (Archived),0.08192559,ETH,4.3381313937,"","","","","","",56.2097951517,60.5479265454,"","","","",Short term ETH disposal from tax lot of 0.113993510000000 ETH acquired on 1/11/2018 3:07:54 AM via Buy.
2018-03-07 22:25:16 UTC,crypto_deposit,"","","","","",Binance (Archived),44.955,MIOTA,76.43204145,"","","",76.43204145,"","","","",Short term MIOTA disposal from tax lot of 44.955000000000000 MIOTA acquired on 3/8/2018 3:25:16 AM via Trade.
2018-03-07 22:25:16 UTC,crypto_withdrawal,"",Binance (Archived),0.00805371,ETH,0.4264607943,"","","","","","",5.5257141183,5.9521749126,"","","","",Short term ETH disposal from tax lot of 0.558579350000000 ETH acquired on 4/3/2017 10:05:16 PM via Buy.
2018-03-07 22:25:16 UTC,crypto_withdrawal,"",Binance (Archived),0.0498895,ETH,26.5541717271,"","","","","","",10.3171621429,36.87133387,"","","","",Short term ETH disposal from tax lot of 0.558579350000000 ETH acquired on 4/3/2017 10:05:16 PM via Buy.
2018-03-08 21:40:19 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00271592,BTC,25.7402921363,"","","",25.7402921363,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-08 21:40:19 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00005537,BTC,0.5247724438,"","","",0.5247724438,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-08 21:40:19 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00457135,BTC,43.3252394979,"","","",43.3252394979,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-08 21:40:19 UTC,crypto_deposit,"","","","","",Binance (Archived),0.0032086,BTC,30.409695922,"","","",30.409695922,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-08 22:00:55 UTC,crypto_withdrawal,"",Binance (Archived),0.01044046,BTC,98.95007601,"","","","","","",-5.8204419778,93.1296340322,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-08 22:00:55 UTC,crypto_deposit,"","","","","",Binance (Archived),72.927,MIOTA,107.20341927,"","","",107.20341927,"","","","",Short term MIOTA disposal from tax lot of 72.927000000000000 MIOTA acquired on 3/9/2018 3:00:55 AM via Trade.
2018-03-09 02:40:19 UTC,buy,"",Coinbase,96.16,USD,"",Coinbase,0.01055124,BTC,100.0,3.84,USD,"",96.16,3.84,"","",03a2857a-916c-5215-a0a1-6b1ca879fde6,""
2018-03-09 02:40:19 UTC,fiat_deposit,"","","","","",Coinbase,100.0,USD,"","","","",100.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-03-09 02:41:36 UTC,crypto_withdrawal,"",Coinbase,0.01055124,BTC,100.0,"","","","","","",-5.06,94.94,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,49d458ab031842c78a8bcf56c0e71556e770e78cb76b32b8d3355e50b5cd24bf,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-03-15 14:07:04 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00878084,BTC,75.0,"","","",75.0,"","","","",Short term BTC disposal from tax lot of 0.008780840000000 BTC acquired on 3/15/2018 6:07:04 PM via Buy.
2018-03-15 14:31:11 UTC,crypto_withdrawal,"",Binance (Archived),0.00457135,BTC,39.045381763,"","","","","","",-2.0762800375,36.9691017255,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-15 14:31:11 UTC,crypto_deposit,"","","","","",Binance (Archived),31.968,MIOTA,34.41099456,"","","",34.41099456,"","","","",Short term MIOTA disposal from tax lot of 31.968000000000000 MIOTA acquired on 3/15/2018 6:31:11 PM via Trade.
2018-03-15 14:31:11 UTC,crypto_deposit,"","","","","",Binance (Archived),34.965,MIOTA,37.6370253,"","","",37.6370253,"","","","",Short term MIOTA disposal from tax lot of 34.965000000000000 MIOTA acquired on 3/15/2018 6:31:11 PM via Trade.
2018-03-15 14:31:11 UTC,crypto_withdrawal,"",Binance (Archived),0.00412447,BTC,35.228434865,"","","","","","",-1.8733097939,33.3551250711,"","","","",Short term BTC disposal from tax lot of 0.048662650000000 BTC acquired on 3/7/2018 6:45:35 PM via Buy.
2018-03-15 14:31:11 UTC,crypto_withdrawal,"",Binance (Archived),0.0000554,BTC,0.4731893532,"","","","","","",-0.0254049651,0.4477843881,"","","","",Short term BTC disposal from tax lot of 0.010551240000000 BTC acquired on 3/9/2018 2:40:19 AM via Buy.
2018-03-15 18:07:04 UTC,buy,"",Coinbase,72.01,USD,"",Coinbase,0.00878084,BTC,75.0,2.99,USD,"",72.01,2.99,"","",1c658138-b0b3-5d59-a225-a794717cdfb8,""
2018-03-15 18:07:04 UTC,fiat_deposit,"","","","","",Coinbase,75.0,USD,"","","","",75.0,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
2018-03-15 18:09:09 UTC,crypto_withdrawal,"",Coinbase,0.00878084,BTC,75.0,"","","","","","",-3.23,71.77,"","",18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA,d7d36a6cc82892da1b208899a858c2bf515f42689f03878d69186ddc4f1c0c72,Sent Bitcoin To Bitcoin address 18RGpbHyakz4oHehDpLTYGRhbrmRqeW9jA
2018-03-19 17:39:52 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00124207,BTC,11.1991363335,"","","",11.1991363335,"","","","",Short term BTC disposal from tax lot of 0.002606330000000 BTC acquired on 3/19/2018 9:39:52 PM via Buy.
2018-03-19 17:39:52 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00136426,BTC,12.3008636665,"","","",12.3008636665,"","","","",Short term BTC disposal from tax lot of 0.002606330000000 BTC acquired on 3/19/2018 9:39:52 PM via Buy.
2018-03-19 21:39:52 UTC,fiat_deposit,"","","","","",Coinbase,23.5,USD,"","","","",23.5,"",Visa debit ********9413,"","",Bought Bitcoin Using Visa debit ********9413
